slot_rank,benchmark_id,target_id,scope,metric_contract_status,required_metric_count,core_metric_count,extension_metric_count,prediction_pdb,native_pdb,slot_folder,slot_manifest,requirements_csv,blockers,next_action
22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,awaiting_strict_blind_evidence_files,11,6,5,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_022_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_022_native.pdb,casp17/win_tier_metric_surface_contract/22_hist_required_monomer_022,casp17/win_tier_metric_surface_contract/22_hist_required_monomer_022/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/22_hist_required_monomer_022/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,awaiting_strict_blind_evidence_files,11,6,5,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_023_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_023_native.pdb,casp17/win_tier_metric_surface_contract/23_hist_required_monomer_023,casp17/win_tier_metric_surface_contract/23_hist_required_monomer_023/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/23_hist_required_monomer_023/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,awaiting_strict_blind_evidence_files,11,6,5,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_024_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_024_native.pdb,casp17/win_tier_metric_surface_contract/24_hist_required_monomer_024,casp17/win_tier_metric_surface_contract/24_hist_required_monomer_024/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/24_hist_required_monomer_024/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,awaiting_strict_blind_evidence_files,11,6,5,runs/casp17_historical_benchmark_predictions_current/REQUIRED_MONOMER_025_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_MONOMER_025_native.pdb,casp17/win_tier_metric_surface_contract/25_hist_required_monomer_025,casp17/win_tier_metric_surface_contract/25_hist_required_monomer_025/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/25_hist_required_monomer_025/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_001_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_001_native.pdb,casp17/win_tier_metric_surface_contract/26_hist_required_complex_001,casp17/win_tier_metric_surface_contract/26_hist_required_complex_001/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/26_hist_required_complex_001/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_002_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_002_native.pdb,casp17/win_tier_metric_surface_contract/27_hist_required_complex_002,casp17/win_tier_metric_surface_contract/27_hist_required_complex_002/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/27_hist_required_complex_002/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_003_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_003_native.pdb,casp17/win_tier_metric_surface_contract/28_hist_required_complex_003,casp17/win_tier_metric_surface_contract/28_hist_required_complex_003/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/28_hist_required_complex_003/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_004_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_004_native.pdb,casp17/win_tier_metric_surface_contract/29_hist_required_complex_004,casp17/win_tier_metric_surface_contract/29_hist_required_complex_004/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/29_hist_required_complex_004/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_005_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_005_native.pdb,casp17/win_tier_metric_surface_contract/30_hist_required_complex_005,casp17/win_tier_metric_surface_contract/30_hist_required_complex_005/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/30_hist_required_complex_005/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_006_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_006_native.pdb,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/31_hist_required_complex_006/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_007_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_007_native.pdb,casp17/win_tier_metric_surface_contract/32_hist_required_complex_007,casp17/win_tier_metric_surface_contract/32_hist_required_complex_007/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/32_hist_required_complex_007/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_008_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_008_native.pdb,casp17/win_tier_metric_surface_contract/33_hist_required_complex_008,casp17/win_tier_metric_surface_contract/33_hist_required_complex_008/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/33_hist_required_complex_008/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_009_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_009_native.pdb,casp17/win_tier_metric_surface_contract/34_hist_required_complex_009,casp17/win_tier_metric_surface_contract/34_hist_required_complex_009/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/34_hist_required_complex_009/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_010_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_010_native.pdb,casp17/win_tier_metric_surface_contract/35_hist_required_complex_010,casp17/win_tier_metric_surface_contract/35_hist_required_complex_010/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/35_hist_required_complex_010/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_011_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_011_native.pdb,casp17/win_tier_metric_surface_contract/36_hist_required_complex_011,casp17/win_tier_metric_surface_contract/36_hist_required_complex_011/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/36_hist_required_complex_011/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_012_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_012_native.pdb,casp17/win_tier_metric_surface_contract/37_hist_required_complex_012,casp17/win_tier_metric_surface_contract/37_hist_required_complex_012/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/37_hist_required_complex_012/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_013_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_013_native.pdb,casp17/win_tier_metric_surface_contract/38_hist_required_complex_013,casp17/win_tier_metric_surface_contract/38_hist_required_complex_013/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/38_hist_required_complex_013/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_014_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_014_native.pdb,casp17/win_tier_metric_surface_contract/39_hist_required_complex_014,casp17/win_tier_metric_surface_contract/39_hist_required_complex_014/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/39_hist_required_complex_014/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
40,hist_REQUIRED_COMPLEX_015,REQUIRED_COMPLEX_015,complex,awaiting_strict_blind_evidence_files,11,9,2,runs/casp17_historical_benchmark_predictions_current/REQUIRED_COMPLEX_015_prediction.pdb,runs/casp17_historical_benchmark_natives_current/REQUIRED_COMPLEX_015_native.pdb,casp17/win_tier_metric_surface_contract/40_hist_required_complex_015,casp17/win_tier_metric_surface_contract/40_hist_required_complex_015/METRIC_SURFACE.md,casp17/win_tier_metric_surface_contract/40_hist_required_complex_015/metric_surface_requirements.csv,"strict_blind_replacement_identity_required,core_files_required,no_leak_required,ablation_required,calibration_required,ablation_layer_prediction_pdb_missing,best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,current_casp17_target_must_be_false,leakage_clearance_required,native_pdb_not_found,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,placeholder_target_id,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,prediction_pdb_not_found,public_template_or_native_used_for_prediction_must_be_false,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric,leakage_clearance_missing_or_not_clear,native_pdb_missing,prediction_pdb_missing","place strict-blind prediction/native PDBs, no-leak provenance, chain/ligand maps, then run official-like metric calculators for model1 and best-of-5"
