metric_row_id,target_id,official_target_id,target_class,metric_name,metric_family,metric_input_contract,metric_status,candidate_pdb,native_path_required,chain_mapping_template_csv,expected_output_json,competitive_proof_eligible,blockers,next_action
07_05_gdt_ha,H1348,H1348,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1348TS.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/native_dropzone/H1348_official_native.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/07_h1348/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
07_06_molprobity,H1348,H1348,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1348TS.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/native_dropzone/H1348_official_native.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/07_h1348/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
07_07_dockq,H1348,H1348,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1348TS.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/native_dropzone/H1348_official_native.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/07_h1348/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
07_08_ics,H1348,H1348,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1348TS.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/native_dropzone/H1348_official_native.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/07_h1348/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
07_09_ips,H1348,H1348,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1348TS.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/native_dropzone/H1348_official_native.pdb,casp17/current_post_native_scoring_scaffold/07_h1348/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/07_h1348/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_01_gdt_ts,H1349,H1349,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_02_lddt,H1349,H1349,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_03_tm_score,H1349,H1349,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_04_rmsd,H1349,H1349,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_05_gdt_ha,H1349,H1349,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_06_molprobity,H1349,H1349,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_07_dockq,H1349,H1349,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_08_ics,H1349,H1349,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
08_09_ips,H1349,H1349,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1349TS.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/native_dropzone/H1349_official_native.pdb,casp17/current_post_native_scoring_scaffold/08_h1349/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/08_h1349/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_01_gdt_ts,H1354,H1354,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_02_lddt,H1354,H1354,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_03_tm_score,H1354,H1354,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_04_rmsd,H1354,H1354,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_05_gdt_ha,H1354,H1354,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_06_molprobity,H1354,H1354,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_07_dockq,H1354,H1354,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_08_ics,H1354,H1354,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
09_09_ips,H1354,H1354,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1354TS.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/native_dropzone/H1354_official_native.pdb,casp17/current_post_native_scoring_scaffold/09_h1354/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/09_h1354/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_01_gdt_ts,H1355,H1355,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_02_lddt,H1355,H1355,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_03_tm_score,H1355,H1355,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_04_rmsd,H1355,H1355,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_05_gdt_ha,H1355,H1355,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_06_molprobity,H1355,H1355,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_07_dockq,H1355,H1355,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_08_ics,H1355,H1355,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
10_09_ips,H1355,H1355,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1355TS.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/native_dropzone/H1355_official_native.pdb,casp17/current_post_native_scoring_scaffold/10_h1355/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/10_h1355/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_01_gdt_ts,H1335,H1335,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_02_lddt,H1335,H1335,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_03_tm_score,H1335,H1335,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_04_rmsd,H1335,H1335,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_05_gdt_ha,H1335,H1335,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_06_molprobity,H1335,H1335,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_07_dockq,H1335,H1335,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_08_ics,H1335,H1335,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
11_09_ips,H1335,H1335,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1335TS.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/native_dropzone/H1335_official_native.pdb,casp17/current_post_native_scoring_scaffold/11_h1335/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/11_h1335/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_01_gdt_ts,H1340,H1340,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_02_lddt,H1340,H1340,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_03_tm_score,H1340,H1340,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_04_rmsd,H1340,H1340,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_05_gdt_ha,H1340,H1340,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_06_molprobity,H1340,H1340,protein_heteromer_or_complex,MolProbity,model_quality,prediction structure,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/molprobity/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_07_dockq,H1340,H1340,protein_heteromer_or_complex,DockQ,complex_interface,protein-protein interface mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/dockq/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_08_ics,H1340,H1340,protein_heteromer_or_complex,ICS,complex_interface,interface contact map,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/ics/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
12_09_ips,H1340,H1340,protein_heteromer_or_complex,IPS,complex_interface,interface patch similarity,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1340TS.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/native_dropzone/H1340_official_native.pdb,casp17/current_post_native_scoring_scaffold/12_h1340/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/12_h1340/metrics/ips/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_01_gdt_ts,H1343,H1343,protein_heteromer_or_complex,GDT_TS,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/gdt_ts/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_02_lddt,H1343,H1343,protein_heteromer_or_complex,lDDT,monomer_domain,prediction/native residue mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/lddt/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_03_tm_score,H1343,H1343,protein_heteromer_or_complex,TM-score,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/tm_score/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_04_rmsd,H1343,H1343,protein_heteromer_or_complex,RMSD,geometry,prediction/native atom mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/rmsd/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
13_05_gdt_ha,H1343,H1343,protein_heteromer_or_complex,GDT_HA,monomer_domain,prediction/native chain mapping,awaiting_official_native,runs/casp17_predictions_sidechain_repacked_current/H1343TS.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/native_dropzone/H1343_official_native.pdb,casp17/current_post_native_scoring_scaffold/13_h1343/chain_mapping_template.csv,casp17/current_post_native_scoring_scaffold/13_h1343/metrics/gdt_ha/metric_result.json,false,"official_native_release_pending,native_file_missing",attach native and chain mapping before computing this metric
