atlas_protein_key,atlas_object_key,source_lane,target_id,protein_name,object_id,materialization_status,materialization_mode,source_coordinate_path,source_coordinate_format,source_coordinate_present,source_sha256,source_bytes,materialized_protein_folder,materialized_object_folder,materialized_coordinate_folder,materialized_coordinate_path,materialized_coordinate_present,materialized_sha256,materialized_bytes,sha256_match,symlink_target,object_manifest,object_readme,protein_manifest,blockers,next_action,claim_boundary
H1349_gp130_antibody_complex,current_chain_C,current_object_library,H1349,gp130 antibody complex,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,pdb,true,bb953ad191ffb528fe715d8c8f13c7db5b7126cfd044efd77f46338536d3ccfe,130804,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_C/coordinates/H1349_chain_C.pdb,true,bb953ad191ffb528fe715d8c8f13c7db5b7126cfd044efd77f46338536d3ccfe,130804,true,../../../../targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1349_gp130_antibody_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1354_hemagglutinin_antibody,current_chain_A,current_object_library,H1354,hemagglutinin/antibody,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,pdb,true,7e2cabe8ec6410c6ada0b3082df37c0c0da5dc19e585698ff2aacbf27c0bf1f8,309976,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_A/coordinates/H1354_chain_A.pdb,true,7e2cabe8ec6410c6ada0b3082df37c0c0da5dc19e585698ff2aacbf27c0bf1f8,309976,true,../../../../targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1354_hemagglutinin_antibody,current_chain_B,current_object_library,H1354,hemagglutinin/antibody,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,pdb,true,2adf012af054fce9613f6cdcf42a75b0be2c71ec65712f6e2969bec50a813892,73450,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_B/coordinates/H1354_chain_B.pdb,true,2adf012af054fce9613f6cdcf42a75b0be2c71ec65712f6e2969bec50a813892,73450,true,../../../../targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1354_hemagglutinin_antibody,current_chain_C,current_object_library,H1354,hemagglutinin/antibody,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,pdb,true,74b60e338bdbb06d071227b88fcfcaa6023de53665553c164a2fdf6441c716df,66498,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_C/coordinates/H1354_chain_C.pdb,true,74b60e338bdbb06d071227b88fcfcaa6023de53665553c164a2fdf6441c716df,66498,true,../../../../targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1354_hemagglutinin_antibody/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1355_hemagglutinin_antibody,current_chain_A,current_object_library,H1355,hemagglutinin/antibody,chain_A,coordinate_materialized,symlink,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,pdb,true,0a9f8a7653587b5cbeed05362f548035e4b02aa2f02f46e88597edc6f0619e9b,306026,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_A/coordinates/H1355_chain_A.pdb,true,0a9f8a7653587b5cbeed05362f548035e4b02aa2f02f46e88597edc6f0619e9b,306026,true,../../../../targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1355_hemagglutinin_antibody,current_chain_B,current_object_library,H1355,hemagglutinin/antibody,chain_B,coordinate_materialized,symlink,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,pdb,true,fd03ced539a2bf9784ed3486a0f6d2acbd80e299bc066a82ad5c0faf263fa65b,68236,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_B/coordinates/H1355_chain_B.pdb,true,fd03ced539a2bf9784ed3486a0f6d2acbd80e299bc066a82ad5c0faf263fa65b,68236,true,../../../../targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H1355_hemagglutinin_antibody,current_chain_C,current_object_library,H1355,hemagglutinin/antibody,chain_C,coordinate_materialized,symlink,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/models/H1355_chain_C.pdb,pdb,true,5ddc3892ad7a6c036aa268400843d571853709cabd1387e8dcc3d50beada3c5b,62232,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_C/coordinates/H1355_chain_C.pdb,true,5ddc3892ad7a6c036aa268400843d571853709cabd1387e8dcc3d50beada3c5b,62232,true,../../../../targets_current/H1355_hemagglutinin_antibody/objects/chain_C/models/H1355_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H1355_hemagglutinin_antibody/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2312_EXT1_EXT2_2BAV4,current_chain_A,current_object_library,H2312,EXT1-EXT2-2BAV4,chain_A,coordinate_materialized,symlink,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/models/H2312_chain_A.pdb,pdb,true,aa020e1e4736d6789a6a8fb59bebbfc45e70cab03ff748eb13f758ba5b687a12,417100,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_A/coordinates/H2312_chain_A.pdb,true,aa020e1e4736d6789a6a8fb59bebbfc45e70cab03ff748eb13f758ba5b687a12,417100,true,../../../../targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/models/H2312_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2312_EXT1_EXT2_2BAV4,current_chain_B,current_object_library,H2312,EXT1-EXT2-2BAV4,chain_B,coordinate_materialized,symlink,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/models/H2312_chain_B.pdb,pdb,true,031b67f8d133aee48941ab37f578f2ec33f335e5db2a201b1450c1d3e88df684,405724,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_B/coordinates/H2312_chain_B.pdb,true,031b67f8d133aee48941ab37f578f2ec33f335e5db2a201b1450c1d3e88df684,405724,true,../../../../targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/models/H2312_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2312_EXT1_EXT2_2BAV4,current_chain_C,current_object_library,H2312,EXT1-EXT2-2BAV4,chain_C,coordinate_materialized,symlink,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/models/H2312_chain_C.pdb,pdb,true,d7a4b41948b29c4cc0e0ed19f876e6dad6b8172f1cfaceadd86876b01a6f6099,75109,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_C/coordinates/H2312_chain_C.pdb,true,d7a4b41948b29c4cc0e0ed19f876e6dad6b8172f1cfaceadd86876b01a6f6099,75109,true,../../../../targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/models/H2312_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2312_EXT1_EXT2_2BAV4/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_A,current_object_library,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_A,coordinate_materialized,symlink,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/models/H2319_chain_A.pdb,pdb,true,73641160f8178d6dc8c21a06104ed013b024f980cec456d9b3979c374e5bbd09,170304,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/coordinates/H2319_chain_A.pdb,true,73641160f8178d6dc8c21a06104ed013b024f980cec456d9b3979c374e5bbd09,170304,true,../../../../targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/models/H2319_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_B,current_object_library,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_B,coordinate_materialized,symlink,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/models/H2319_chain_B.pdb,pdb,true,2a09e5b39b174bb5a24cbe6f24d63d68f5537a3d26a2b297daa777c3568f0f70,71712,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/coordinates/H2319_chain_B.pdb,true,2a09e5b39b174bb5a24cbe6f24d63d68f5537a3d26a2b297daa777c3568f0f70,71712,true,../../../../targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/models/H2319_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_C,current_object_library,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_C,coordinate_materialized,symlink,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/models/H2319_chain_C.pdb,pdb,true,c1d4b294b8cce40635056046afbc39e615b44262cdd896454e59c95512aa15cc,64444,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/coordinates/H2319_chain_C.pdb,true,c1d4b294b8cce40635056046afbc39e615b44262cdd896454e59c95512aa15cc,64444,true,../../../../targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/models/H2319_chain_C.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,massivefold_model1_candidate,massivefold_freeze_candidate,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,model1_candidate,coordinate_materialized,symlink,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/model.cif,cif,true,ce010311c4b98e0ea57a93e6e8f237e2116ec256d105b6b9210453038ca6b56d,628803,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/coordinates/model.cif,true,ce010311c4b98e0ea57a93e6e8f237e2116ec256d105b6b9210453038ca6b56d,628803,true,../../../../massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/model.cif,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,current_chain_A,current_object_library,H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_A,coordinate_materialized,symlink,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/models/H2321_chain_A.pdb,pdb,true,f32d72d6fa6dbc958cec5e0b1f892fe1792fdbfe23c22495c7dcfea88c564614,170304,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A/coordinates/H2321_chain_A.pdb,true,f32d72d6fa6dbc958cec5e0b1f892fe1792fdbfe23c22495c7dcfea88c564614,170304,true,../../../../targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/models/H2321_chain_A.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_A/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,current_chain_B,current_object_library,H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_B,coordinate_materialized,symlink,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/models/H2321_chain_B.pdb,pdb,true,2cd9ad39c61e19126c3309a7ec3c9c6ef8ff32da8c184b6d5e10773b986654d7,74793,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B/coordinates,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B/coordinates/H2321_chain_B.pdb,true,2cd9ad39c61e19126c3309a7ec3c9c6ef8ff32da8c184b6d5e10773b986654d7,74793,true,../../../../targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/models/H2321_chain_B.pdb,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B/coordinate_manifest.json,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/current_chain_B/README.md,casp17/3d_molecular_object_coordinate_materialized_library/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_coordinate_manifest.json,,Use this per-object materialized coordinate for local 3D review.,"CASP17 3D molecular object coordinate materialized library only. It materializes each source coordinate model from the dry-run plan into a protein-name/object folder with sha256 verification. The default symlink mode avoids duplicating raw coordinate bytes. It does not alter source models, compute native accuracy, serialize a CASP author code, or submit to CASP."
