dropzone_id,operator_priority,row_rank,scope,value_rank,evidence_class,template_column,identity_status,proposed_target_id,proposed_value,recommended_value,expected_value_rule,evidence_ref,operator_clearance,value_entry_status,blocker,next_action
priority_008_REQUIRED_MONOMER_008,8,8,monomer,140,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,141,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,142,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,143,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_008_REQUIRED_MONOMER_008,8,8,monomer,144,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,145,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,146,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,147,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,148,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,149,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,150,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,151,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,152,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,153,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,154,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,155,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,156,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,157,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,158,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,159,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,160,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,161,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_009_REQUIRED_MONOMER_009,9,9,monomer,162,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,163,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,164,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,165,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,166,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,167,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,168,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,169,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,170,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,171,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,172,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,173,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,174,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,175,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,176,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,177,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,178,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,179,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_010_REQUIRED_MONOMER_010,10,10,monomer,180,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,181,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,182,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,183,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,184,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,185,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,186,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,187,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,188,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,189,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,190,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,191,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,192,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,193,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,194,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,195,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,196,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,197,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_011_REQUIRED_COMPLEX_001,11,26,complex,198,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,199,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,200,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,201,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,202,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,203,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,204,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,205,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,206,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,207,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,208,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,209,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,210,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,211,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,212,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,213,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,214,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,215,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_012_REQUIRED_COMPLEX_002,12,27,complex,216,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,217,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,218,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,219,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,220,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,221,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,222,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,223,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,224,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,225,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,226,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,227,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,228,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,229,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,230,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,231,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,232,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,233,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,234,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,235,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,236,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,237,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,238,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,239,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,240,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,241,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,242,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,243,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,244,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,245,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,246,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,247,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,248,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,249,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,250,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,251,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,252,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,253,target_identity,benchmark_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,254,target_identity,target_id,awaiting_identity,,,,cleared historical non-current identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,255,provenance,leakage_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,256,provenance,prediction_method,awaiting_identity,,,,non-placeholder internal method identifier,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,257,provenance,prediction_created_at,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,258,provenance,native_release_date,awaiting_identity,,,,ISO date YYYY-MM-DD,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,259,provenance,prediction_generated_before_native_release,awaiting_identity,,,true,true,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,260,provenance,public_template_or_native_used_for_prediction,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,261,provenance,other_team_model_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,262,provenance,post_release_information_used,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,263,provenance,current_casp17_target,awaiting_identity,,,false,false,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,264,provenance,operator_clearance,awaiting_identity,,,no_leak,"one of no_leak, cleared, internal_no_leak, or ready_for_row_fill",,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,265,calibration,selected_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,266,calibration,best_model_rank,awaiting_identity,,,,integer 1..5,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,267,calibration,selected_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,268,calibration,best_native_metric,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,269,calibration,selected_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,270,calibration,best_score,awaiting_identity,,,,finite numeric value,,,waiting_on_identity,target_identity_required,fill and apply the compact identity unlock kit first
