target_id,object_id,chain_id,object_folder,model_path,projection_svg_path,viewer_html_path,atom_count,protein_atom_count,residue_count,coordinate_status,manifest_path,readme_path,protein_name,target_folder
H1346,chain_B,B,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/models/H1346_chain_B.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/renders/H1346_chain_B_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/viewer.html,1643,1643,214,valid,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/metadata/H1346_chain_B_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/README.md,REGN3753 Fab-Fab complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex
H1346,chain_C,C,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/models/H1346_chain_C.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/renders/H1346_chain_C_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/viewer.html,1748,1748,230,valid,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/metadata/H1346_chain_C_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/README.md,REGN3753 Fab-Fab complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex
H1346,chain_D,D,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/models/H1346_chain_D.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/renders/H1346_chain_D_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/viewer.html,1646,1646,215,valid,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/metadata/H1346_chain_D_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/README.md,REGN3753 Fab-Fab complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex
H1347,chain_A,A,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/models/H1347_chain_A.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/renders/H1347_chain_A_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/viewer.html,1675,1675,222,valid,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/metadata/H1347_chain_A_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/README.md,REGN15499 Fab-Fab complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex
H1347,chain_B,B,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/models/H1347_chain_B.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/renders/H1347_chain_B_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/viewer.html,1655,1655,214,valid,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/metadata/H1347_chain_B_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/README.md,REGN15499 Fab-Fab complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex
H1347,chain_C,C,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/models/H1347_chain_C.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/renders/H1347_chain_C_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/viewer.html,1687,1687,226,valid,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/metadata/H1347_chain_C_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/README.md,REGN15499 Fab-Fab complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex
H1347,chain_D,D,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/models/H1347_chain_D.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/renders/H1347_chain_D_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/viewer.html,1593,1593,214,valid,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/metadata/H1347_chain_D_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/README.md,REGN15499 Fab-Fab complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex
H1348,chain_A,A,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/models/H1348_chain_A.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/renders/H1348_chain_A_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/viewer.html,4783,4783,597,valid,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/metadata/H1348_chain_A_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/README.md,gp130 antibody complex,casp17/targets_current/H1348_gp130_antibody_complex
H1348,chain_B,B,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/models/H1348_chain_B.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/renders/H1348_chain_B_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/viewer.html,1669,1669,222,valid,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/metadata/H1348_chain_B_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/README.md,gp130 antibody complex,casp17/targets_current/H1348_gp130_antibody_complex
H1348,chain_C,C,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/models/H1348_chain_C.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/renders/H1348_chain_C_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/viewer.html,1646,1646,215,valid,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/metadata/H1348_chain_C_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/README.md,gp130 antibody complex,casp17/targets_current/H1348_gp130_antibody_complex
H1349,chain_A,A,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/models/H1349_chain_A.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/renders/H1349_chain_A_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/viewer.html,4783,4783,597,valid,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/metadata/H1349_chain_A_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/README.md,gp130 antibody complex,casp17/targets_current/H1349_gp130_antibody_complex
H1349,chain_B,B,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/renders/H1349_chain_B_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/viewer.html,1646,1646,219,valid,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/metadata/H1349_chain_B_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/README.md,gp130 antibody complex,casp17/targets_current/H1349_gp130_antibody_complex
H1349,chain_C,C,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/renders/H1349_chain_C_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/viewer.html,1655,1655,214,valid,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/metadata/H1349_chain_C_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/README.md,gp130 antibody complex,casp17/targets_current/H1349_gp130_antibody_complex
H1354,chain_A,A,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/renders/H1354_chain_A_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/viewer.html,3923,3923,494,valid,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/metadata/H1354_chain_A_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/README.md,hemagglutinin/antibody,casp17/targets_current/H1354_hemagglutinin_antibody
H1354,chain_B,B,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/renders/H1354_chain_B_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/viewer.html,929,929,120,valid,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/metadata/H1354_chain_B_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/README.md,hemagglutinin/antibody,casp17/targets_current/H1354_hemagglutinin_antibody
H1354,chain_C,C,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/renders/H1354_chain_C_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/viewer.html,841,841,112,valid,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/metadata/H1354_chain_C_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/README.md,hemagglutinin/antibody,casp17/targets_current/H1354_hemagglutinin_antibody
H1355,chain_A,A,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/renders/H1355_chain_A_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/viewer.html,3873,3873,488,valid,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/metadata/H1355_chain_A_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/README.md,hemagglutinin/antibody,casp17/targets_current/H1355_hemagglutinin_antibody
H1355,chain_B,B,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/renders/H1355_chain_B_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/viewer.html,863,863,114,valid,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/metadata/H1355_chain_B_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/README.md,hemagglutinin/antibody,casp17/targets_current/H1355_hemagglutinin_antibody
H1355,chain_C,C,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/models/H1355_chain_C.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/renders/H1355_chain_C_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/viewer.html,787,787,106,valid,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/metadata/H1355_chain_C_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/README.md,hemagglutinin/antibody,casp17/targets_current/H1355_hemagglutinin_antibody
H2332,chain_A,A,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/models/H2332_chain_A.pdb,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/renders/H2332_chain_A_projection.svg,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/viewer.html,793,793,104,valid,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/metadata/H2332_chain_A_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/README.md,Fab 047-09_1A02 binding influenza virus H1 HA,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA
H2332,chain_B,B,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/models/H2332_chain_B.pdb,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/renders/H2332_chain_B_projection.svg,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/viewer.html,906,906,119,valid,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/metadata/H2332_chain_B_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/README.md,Fab 047-09_1A02 binding influenza virus H1 HA,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA
H2332,chain_C,C,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/models/H2332_chain_C.pdb,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/renders/H2332_chain_C_projection.svg,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/viewer.html,1298,1298,160,valid,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/metadata/H2332_chain_C_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_C/README.md,Fab 047-09_1A02 binding influenza virus H1 HA,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA
H2332,chain_D,D,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/models/H2332_chain_D.pdb,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/renders/H2332_chain_D_projection.svg,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/viewer.html,2511,2511,321,valid,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/metadata/H2332_chain_D_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_D/README.md,Fab 047-09_1A02 binding influenza virus H1 HA,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA
