target_id,protein_name,protein_key,object_id,chain_id,audit_status,library_status,library_protein_folder,library_object_folder,protein_readme,protein_manifest,object_readme,object_manifest,model_path,projection_svg_path,viewer_html_path,source_object_folder,coordinate_status,protein_atom_count,residue_count,blockers
H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,chain_B,B,pass,pass,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_B,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_B/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_B/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/models/H2319_chain_B.pdb,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/renders/H2319_chain_B_projection.svg,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B,valid,907,116,
H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,chain_C,C,pass,pass,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_C,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_C/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_C/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/models/H2319_chain_C.pdb,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/renders/H2319_chain_C_projection.svg,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C,valid,815,108,
T1342,Spike glycoprotein ectodomain,T1342_Spike_glycoprotein_ectodomain,chain_A,A,pass,pass,casp17/protein_object_library_current/T1342_Spike_glycoprotein_ectodomain,casp17/protein_object_library_current/T1342_Spike_glycoprotein_ectodomain/chain_A,casp17/protein_object_library_current/T1342_Spike_glycoprotein_ectodomain/README.md,casp17/protein_object_library_current/T1342_Spike_glycoprotein_ectodomain/protein_manifest.json,casp17/protein_object_library_current/T1342_Spike_glycoprotein_ectodomain/chain_A/README.md,casp17/protein_object_library_current/T1342_Spike_glycoprotein_ectodomain/chain_A/object_manifest.json,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/models/T1342_chain_A.pdb,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/renders/T1342_chain_A_projection.svg,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/viewer.html,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A,valid,11192,1455,
H1344,HSV gD - HAB72,H1344_HSV_gD_HAB72,chain_A,A,pass,pass,casp17/protein_object_library_current/H1344_HSV_gD_HAB72,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_A,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_A/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_A/object_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/models/H1344_chain_A.pdb,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/renders/H1344_chain_A_projection.svg,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A,valid,1766,237,
H1344,HSV gD - HAB72,H1344_HSV_gD_HAB72,chain_B,B,pass,pass,casp17/protein_object_library_current/H1344_HSV_gD_HAB72,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_B,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_B/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_B/object_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/models/H1344_chain_B.pdb,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/renders/H1344_chain_B_projection.svg,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B,valid,1652,216,
H1344,HSV gD - HAB72,H1344_HSV_gD_HAB72,chain_C,C,pass,pass,casp17/protein_object_library_current/H1344_HSV_gD_HAB72,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_C,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/protein_manifest.json,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_C/README.md,casp17/protein_object_library_current/H1344_HSV_gD_HAB72/chain_C/object_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/models/H1344_chain_C.pdb,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/renders/H1344_chain_C_projection.svg,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C,valid,2237,281,
H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,chain_A,A,pass,pass,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_A,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_A/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_A/object_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/models/H2321_chain_A.pdb,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/renders/H2321_chain_A_projection.svg,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A,valid,2155,273,
H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,chain_B,B,pass,pass,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_B,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_B/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_B/object_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/models/H2321_chain_B.pdb,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/renders/H2321_chain_B_projection.svg,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B,valid,946,121,
H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,chain_C,C,pass,pass,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_C,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/protein_manifest.json,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_C/README.md,casp17/protein_object_library_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/chain_C/object_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/models/H2321_chain_C.pdb,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/renders/H2321_chain_C_projection.svg,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C,valid,842,108,
H1346,REGN3753 Fab-Fab complex,H1346_REGN3753_Fab_Fab_complex,chain_A,A,pass,pass,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_A,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_A/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_A/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/models/H1346_chain_A.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/renders/H1346_chain_A_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A,valid,1716,226,
H1346,REGN3753 Fab-Fab complex,H1346_REGN3753_Fab_Fab_complex,chain_B,B,pass,pass,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_B,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_B/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_B/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/models/H1346_chain_B.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/renders/H1346_chain_B_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B,valid,1643,214,
H1346,REGN3753 Fab-Fab complex,H1346_REGN3753_Fab_Fab_complex,chain_C,C,pass,pass,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_C,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_C/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_C/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/models/H1346_chain_C.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/renders/H1346_chain_C_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C,valid,1748,230,
H1346,REGN3753 Fab-Fab complex,H1346_REGN3753_Fab_Fab_complex,chain_D,D,pass,pass,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_D,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_D/README.md,casp17/protein_object_library_current/H1346_REGN3753_Fab_Fab_complex/chain_D/object_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/models/H1346_chain_D.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/renders/H1346_chain_D_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D,valid,1646,215,
H1347,REGN15499 Fab-Fab complex,H1347_REGN15499_Fab_Fab_complex,chain_A,A,pass,pass,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_A,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_A/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_A/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/models/H1347_chain_A.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/renders/H1347_chain_A_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A,valid,1675,222,
H1347,REGN15499 Fab-Fab complex,H1347_REGN15499_Fab_Fab_complex,chain_B,B,pass,pass,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_B,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_B/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_B/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/models/H1347_chain_B.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/renders/H1347_chain_B_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B,valid,1655,214,
H1347,REGN15499 Fab-Fab complex,H1347_REGN15499_Fab_Fab_complex,chain_C,C,pass,pass,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_C,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_C/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_C/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/models/H1347_chain_C.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/renders/H1347_chain_C_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C,valid,1687,226,
H1347,REGN15499 Fab-Fab complex,H1347_REGN15499_Fab_Fab_complex,chain_D,D,pass,pass,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_D,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/protein_manifest.json,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_D/README.md,casp17/protein_object_library_current/H1347_REGN15499_Fab_Fab_complex/chain_D/object_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/models/H1347_chain_D.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/renders/H1347_chain_D_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D,valid,1593,214,
H1348,gp130 antibody complex,H1348_gp130_antibody_complex,chain_A,A,pass,pass,casp17/protein_object_library_current/H1348_gp130_antibody_complex,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_A,casp17/protein_object_library_current/H1348_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_A/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_A/object_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/models/H1348_chain_A.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/renders/H1348_chain_A_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A,valid,4783,597,
H1348,gp130 antibody complex,H1348_gp130_antibody_complex,chain_B,B,pass,pass,casp17/protein_object_library_current/H1348_gp130_antibody_complex,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_B,casp17/protein_object_library_current/H1348_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_B/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_B/object_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/models/H1348_chain_B.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/renders/H1348_chain_B_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B,valid,1669,222,
H1348,gp130 antibody complex,H1348_gp130_antibody_complex,chain_C,C,pass,pass,casp17/protein_object_library_current/H1348_gp130_antibody_complex,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_C,casp17/protein_object_library_current/H1348_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_C/README.md,casp17/protein_object_library_current/H1348_gp130_antibody_complex/chain_C/object_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/models/H1348_chain_C.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/renders/H1348_chain_C_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C,valid,1646,215,
H1349,gp130 antibody complex,H1349_gp130_antibody_complex,chain_A,A,pass,pass,casp17/protein_object_library_current/H1349_gp130_antibody_complex,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_A,casp17/protein_object_library_current/H1349_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_A/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_A/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/models/H1349_chain_A.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/renders/H1349_chain_A_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A,valid,4783,597,
H1349,gp130 antibody complex,H1349_gp130_antibody_complex,chain_B,B,pass,pass,casp17/protein_object_library_current/H1349_gp130_antibody_complex,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_B,casp17/protein_object_library_current/H1349_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_B/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_B/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/renders/H1349_chain_B_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B,valid,1646,219,
H1349,gp130 antibody complex,H1349_gp130_antibody_complex,chain_C,C,pass,pass,casp17/protein_object_library_current/H1349_gp130_antibody_complex,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_C,casp17/protein_object_library_current/H1349_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_C/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_C/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/renders/H1349_chain_C_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C,valid,1655,214,
H1354,hemagglutinin/antibody,H1354_hemagglutinin_antibody,chain_A,A,pass,pass,casp17/protein_object_library_current/H1354_hemagglutinin_antibody,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_A,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_A/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_A/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/renders/H1354_chain_A_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A,valid,3923,494,
H1354,hemagglutinin/antibody,H1354_hemagglutinin_antibody,chain_B,B,pass,pass,casp17/protein_object_library_current/H1354_hemagglutinin_antibody,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_B,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_B/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_B/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/renders/H1354_chain_B_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B,valid,929,120,
H1354,hemagglutinin/antibody,H1354_hemagglutinin_antibody,chain_C,C,pass,pass,casp17/protein_object_library_current/H1354_hemagglutinin_antibody,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_C,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_C/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_C/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/renders/H1354_chain_C_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C,valid,841,112,
H1355,hemagglutinin/antibody,H1355_hemagglutinin_antibody,chain_A,A,pass,pass,casp17/protein_object_library_current/H1355_hemagglutinin_antibody,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_A,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_A/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_A/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/renders/H1355_chain_A_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A,valid,3873,488,
H1355,hemagglutinin/antibody,H1355_hemagglutinin_antibody,chain_B,B,pass,pass,casp17/protein_object_library_current/H1355_hemagglutinin_antibody,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_B,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_B/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_B/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/renders/H1355_chain_B_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B,valid,863,114,
