target_id,protein_name,object_id,chain_id,review_status,target_folder,object_folder,model_path,projection_svg_path,viewer_html_path,manifest_path,readme_path,atom_count,protein_atom_count,ca_atom_count,residue_count,source_atom_count,source_protein_atom_count,source_residue_count,source_coordinate_status,viewer_local_status,blockers,bbox_x,bbox_y,bbox_z,bbox_diagonal,centroid_x,centroid_y,centroid_z,radius_of_gyration,review_md_path
T1342,Spike glycoprotein ectodomain,chain_A,A,pass,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/models/T1342_chain_A.pdb,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/renders/T1342_chain_A_projection.svg,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/viewer.html,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/metadata/T1342_chain_A_manifest.json,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/README.md,11192,11192,1455,1455,11192,11192,1455,valid,pass,,87.859,106.834,112.067,178.022,-0.163,0.176,-0.003,26.759,casp17/targets_current/T1342_Spike_glycoprotein_ectodomain/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1344,HSV gD - HAB72,chain_A,A,pass,casp17/targets_current/H1344_HSV_gD_HAB72,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/models/H1344_chain_A.pdb,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/renders/H1344_chain_A_projection.svg,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/metadata/H1344_chain_A_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/README.md,1766,1766,237,237,1766,1766,237,valid,pass,,37.74,53.831,52.317,84.019,19.318,-1.418,-0.849,15.731,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1344,HSV gD - HAB72,chain_B,B,pass,casp17/targets_current/H1344_HSV_gD_HAB72,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/models/H1344_chain_B.pdb,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/renders/H1344_chain_B_projection.svg,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/metadata/H1344_chain_B_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/README.md,1652,1652,216,216,1652,1652,216,valid,pass,,34.8,65.8,46.472,87.752,-11.288,23.38,-1.649,15.187,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1344,HSV gD - HAB72,chain_C,C,pass,casp17/targets_current/H1344_HSV_gD_HAB72,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/models/H1344_chain_C.pdb,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/renders/H1344_chain_C_projection.svg,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/viewer.html,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/metadata/H1344_chain_C_manifest.json,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/README.md,2237,2237,281,281,2237,2237,281,valid,pass,,50.797,59.589,40.25,88.041,-8.029,-22.326,3.409,15.402,casp17/targets_current/H1344_HSV_gD_HAB72/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_A,A,pass,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/models/H2321_chain_A.pdb,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/renders/H2321_chain_A_projection.svg,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/metadata/H2321_chain_A_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/README.md,2155,2155,273,273,2155,2155,273,valid,pass,,53.056,39.916,57.311,87.708,19.47,2.321,-0.366,15.905,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_B,B,pass,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/models/H2321_chain_B.pdb,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/renders/H2321_chain_B_projection.svg,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/metadata/H2321_chain_B_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/README.md,946,946,121,121,946,946,121,valid,pass,,38.987,33.909,39.228,64.874,-9.969,14.117,-1.193,11.679,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H2321,Human astrovirus VA1 capsid spike - antibody 2A2 complex,chain_C,C,pass,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/models/H2321_chain_C.pdb,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/renders/H2321_chain_C_projection.svg,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/viewer.html,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/metadata/H2321_chain_C_manifest.json,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/README.md,842,842,108,108,842,842,108,valid,pass,,41.236,29.877,37.327,63.138,-10.251,-15.933,2.191,12.073,casp17/targets_current/H2321_Human_astrovirus_VA1_capsid_spike_antibody_2A2_complex/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H1346,REGN3753 Fab-Fab complex,chain_A,A,pass,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/models/H1346_chain_A.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/renders/H1346_chain_A_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/metadata/H1346_chain_A_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/README.md,1716,1716,226,226,1716,1716,226,valid,pass,,46.528,45.88,39.495,76.352,26.107,0.412,0.01,14.493,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1346,REGN3753 Fab-Fab complex,chain_B,B,pass,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/models/H1346_chain_B.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/renders/H1346_chain_B_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/metadata/H1346_chain_B_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/README.md,1643,1643,214,214,1643,1643,214,valid,pass,,47.805,24.781,54.449,76.577,-1.923,23.193,5.236,15.072,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1346,REGN3753 Fab-Fab complex,chain_C,C,pass,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/models/H1346_chain_C.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/renders/H1346_chain_C_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/metadata/H1346_chain_C_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/README.md,1748,1748,230,230,1748,1748,230,valid,pass,,49.004,35.021,41.632,73.219,-25.812,-4.823,3.013,14.38,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H1346,REGN3753 Fab-Fab complex,chain_D,D,pass,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/models/H1346_chain_D.pdb,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/renders/H1346_chain_D_projection.svg,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/viewer.html,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/metadata/H1346_chain_D_manifest.json,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/README.md,1646,1646,215,215,1646,1646,215,valid,pass,,37.717,37.211,67.362,85.702,1.983,-19.191,-7.667,15.248,casp17/targets_current/H1346_REGN3753_Fab_Fab_complex/objects/chain_D/review/OBJECT_MODEL_REVIEW.md
H1347,REGN15499 Fab-Fab complex,chain_A,A,pass,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/models/H1347_chain_A.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/renders/H1347_chain_A_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/metadata/H1347_chain_A_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/README.md,1675,1675,222,222,1675,1675,222,valid,pass,,55.196,45.636,36.954,80.591,22.942,2.829,-5.048,14.778,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1347,REGN15499 Fab-Fab complex,chain_B,B,pass,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/models/H1347_chain_B.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/renders/H1347_chain_B_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/metadata/H1347_chain_B_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/README.md,1655,1655,214,214,1655,1655,214,valid,pass,,49.26,29.882,64.001,86.114,0.577,23.623,0.463,15.601,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1347,REGN15499 Fab-Fab complex,chain_C,C,pass,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/models/H1347_chain_C.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/renders/H1347_chain_C_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/metadata/H1347_chain_C_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/README.md,1687,1687,226,226,1687,1687,226,valid,pass,,47.112,48.192,47.988,82.734,-24.546,-2.487,8.386,15.439,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H1347,REGN15499 Fab-Fab complex,chain_D,D,pass,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/models/H1347_chain_D.pdb,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/renders/H1347_chain_D_projection.svg,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/viewer.html,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/metadata/H1347_chain_D_manifest.json,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/README.md,1593,1593,214,214,1593,1593,214,valid,pass,,44.741,41.395,55.549,82.468,2.541,-23.357,-3.514,15.211,casp17/targets_current/H1347_REGN15499_Fab_Fab_complex/objects/chain_D/review/OBJECT_MODEL_REVIEW.md
H1348,gp130 antibody complex,chain_A,A,pass,casp17/targets_current/H1348_gp130_antibody_complex,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/models/H1348_chain_A.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/renders/H1348_chain_A_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/metadata/H1348_chain_A_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/README.md,4783,4783,597,597,4783,4783,597,valid,pass,,65.382,74.871,49.745,111.153,35.2,1.803,-6.591,19.678,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1348,gp130 antibody complex,chain_B,B,pass,casp17/targets_current/H1348_gp130_antibody_complex,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/models/H1348_chain_B.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/renders/H1348_chain_B_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/metadata/H1348_chain_B_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/README.md,1669,1669,222,222,1669,1669,222,valid,pass,,45.548,34.065,44.905,72.467,-20.174,27.2,-1.115,14.621,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1348,gp130 antibody complex,chain_C,C,pass,casp17/targets_current/H1348_gp130_antibody_complex,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/models/H1348_chain_C.pdb,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/renders/H1348_chain_C_projection.svg,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/metadata/H1348_chain_C_manifest.json,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/README.md,1646,1646,215,215,1646,1646,215,valid,pass,,54.573,52.291,46.601,88.793,-15.387,-28.6,7.503,15.075,casp17/targets_current/H1348_gp130_antibody_complex/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H1349,gp130 antibody complex,chain_A,A,pass,casp17/targets_current/H1349_gp130_antibody_complex,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/models/H1349_chain_A.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/renders/H1349_chain_A_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/metadata/H1349_chain_A_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/README.md,4783,4783,597,597,4783,4783,597,valid,pass,,70.299,78.292,51.698,117.236,31.26,1.307,-5.874,19.975,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1349,gp130 antibody complex,chain_B,B,pass,casp17/targets_current/H1349_gp130_antibody_complex,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/renders/H1349_chain_B_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/metadata/H1349_chain_B_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/README.md,1646,1646,219,219,1646,1646,219,valid,pass,,34.339,56.397,36.559,75.474,-16.076,23.19,0.1,14.448,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1349,gp130 antibody complex,chain_C,C,pass,casp17/targets_current/H1349_gp130_antibody_complex,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/renders/H1349_chain_C_projection.svg,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/metadata/H1349_chain_C_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/README.md,1655,1655,214,214,1655,1655,214,valid,pass,,57.435,43.093,46.072,85.314,-15.808,-24.049,6.041,15.723,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H1354,hemagglutinin/antibody,chain_A,A,pass,casp17/targets_current/H1354_hemagglutinin_antibody,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/renders/H1354_chain_A_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/metadata/H1354_chain_A_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/README.md,3923,3923,494,494,3923,3923,494,valid,pass,,54.486,74.02,69.767,115.391,21.211,1.304,-2.203,19.539,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1354,hemagglutinin/antibody,chain_B,B,pass,casp17/targets_current/H1354_hemagglutinin_antibody,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/renders/H1354_chain_B_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/metadata/H1354_chain_B_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/README.md,929,929,120,120,929,929,120,valid,pass,,35.767,30.803,40.357,62.103,-10.463,14.875,-2.666,11.925,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1354,hemagglutinin/antibody,chain_C,C,pass,casp17/targets_current/H1354_hemagglutinin_antibody,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/renders/H1354_chain_C_projection.svg,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/metadata/H1354_chain_C_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/README.md,841,841,112,112,841,841,112,valid,pass,,40.926,26.669,45.052,66.452,-10.84,-15.602,4.356,12.271,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H1355,hemagglutinin/antibody,chain_A,A,pass,casp17/targets_current/H1355_hemagglutinin_antibody,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/renders/H1355_chain_A_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/metadata/H1355_chain_A_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/README.md,3873,3873,488,488,3873,3873,488,valid,pass,,65.309,77.075,50.262,112.837,22.024,-0.97,-6.494,19.554,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H1355,hemagglutinin/antibody,chain_B,B,pass,casp17/targets_current/H1355_hemagglutinin_antibody,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/renders/H1355_chain_B_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/metadata/H1355_chain_B_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/README.md,863,863,114,114,863,863,114,valid,pass,,46.404,25.075,22.986,57.536,-8.919,13.934,3.834,12.86,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
H1355,hemagglutinin/antibody,chain_C,C,pass,casp17/targets_current/H1355_hemagglutinin_antibody,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/models/H1355_chain_C.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/renders/H1355_chain_C_projection.svg,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/metadata/H1355_chain_C_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/README.md,787,787,106,106,787,787,106,valid,pass,,55.854,21.287,17.763,62.356,-12.764,-13.001,2.462,12.04,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/review/OBJECT_MODEL_REVIEW.md
H2332,Fab 047-09_1A02 binding influenza virus H1 HA,chain_A,A,pass,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/models/H2332_chain_A.pdb,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/renders/H2332_chain_A_projection.svg,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/viewer.html,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/metadata/H2332_chain_A_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/README.md,793,793,104,104,793,793,104,valid,pass,,23.839,44.913,27.878,57.988,21.44,-2.792,-4.408,12.003,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_A/review/OBJECT_MODEL_REVIEW.md
H2332,Fab 047-09_1A02 binding influenza virus H1 HA,chain_B,B,pass,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/models/H2332_chain_B.pdb,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/renders/H2332_chain_B_projection.svg,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/viewer.html,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/metadata/H2332_chain_B_manifest.json,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/README.md,906,906,119,119,906,906,119,valid,pass,,59.784,26.753,18.937,68.18,1.549,21.523,1.691,12.816,casp17/targets_current/H2332_Fab_047_09_1A02_binding_influenza_virus_H1_HA/objects/chain_B/review/OBJECT_MODEL_REVIEW.md
