atlas_protein_key,atlas_object_key,source_lane,target_id,target_group,protein_name,object_id,object_role,atlas_status,atlas_protein_folder,atlas_object_folder,atlas_protein_readme,atlas_protein_manifest,atlas_object_readme,atlas_object_manifest,source_protein_folder,source_object_folder,source_protein_readme,source_protein_manifest,source_object_readme,source_object_manifest,model_path,model_sha256,viewer_html,projection_svg,top5_manifest_csv,top5_manifest_sha256,escrow_md,native_status,competitive_proof_eligible,author_serialized,blockers,source_policy,submission_policy,claim_boundary
H1349_gp130_antibody_complex,current_chain_A,current_object_library,H1349,protein_complex,gp130 antibody complex,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_A,casp17/protein_object_library_current/H1349_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_A/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_A/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/models/H1349_chain_A.pdb,,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_A/renders/H1349_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1349_gp130_antibody_complex,current_chain_B,current_object_library,H1349,protein_complex,gp130 antibody complex,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_B,casp17/protein_object_library_current/H1349_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_B/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_B/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/renders/H1349_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1349_gp130_antibody_complex,current_chain_C,current_object_library,H1349,protein_complex,gp130 antibody complex,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_C,casp17/protein_object_library_current/H1349_gp130_antibody_complex/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/protein_manifest.json,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_C/README.md,casp17/protein_object_library_current/H1349_gp130_antibody_complex/chain_C/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/renders/H1349_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1354_hemagglutinin_antibody,current_chain_A,current_object_library,H1354,protein_complex,hemagglutinin/antibody,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_A,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_A/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_A/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/renders/H1354_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1354_hemagglutinin_antibody,current_chain_B,current_object_library,H1354,protein_complex,hemagglutinin/antibody,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_B,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_B/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_B/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/renders/H1354_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1354_hemagglutinin_antibody,current_chain_C,current_object_library,H1354,protein_complex,hemagglutinin/antibody,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_C,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_C/README.md,casp17/protein_object_library_current/H1354_hemagglutinin_antibody/chain_C/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/renders/H1354_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1355_hemagglutinin_antibody,current_chain_A,current_object_library,H1355,protein_complex,hemagglutinin/antibody,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_A,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_A/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_A/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/renders/H1355_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1355_hemagglutinin_antibody,current_chain_B,current_object_library,H1355,protein_complex,hemagglutinin/antibody,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_B,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_B/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_B/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/renders/H1355_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H1355_hemagglutinin_antibody,current_chain_C,current_object_library,H1355,protein_complex,hemagglutinin/antibody,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_C,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/protein_manifest.json,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_C/README.md,casp17/protein_object_library_current/H1355_hemagglutinin_antibody/chain_C/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/models/H1355_chain_C.pdb,,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/renders/H1355_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2312_EXT1_EXT2_2BAV4,current_chain_A,current_object_library,H2312,protein_complex,EXT1-EXT2-2BAV4,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/README.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_A,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/README.md,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/protein_manifest.json,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_A/README.md,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_A/object_manifest.json,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/models/H2312_chain_A.pdb,,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/viewer.html,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/renders/H2312_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2312_EXT1_EXT2_2BAV4,current_chain_B,current_object_library,H2312,protein_complex,EXT1-EXT2-2BAV4,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/README.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_B,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/README.md,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/protein_manifest.json,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_B/README.md,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_B/object_manifest.json,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/models/H2312_chain_B.pdb,,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/viewer.html,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/renders/H2312_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2312_EXT1_EXT2_2BAV4,current_chain_C,current_object_library,H2312,protein_complex,EXT1-EXT2-2BAV4,chain_C,C,pass,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/README.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_C/README.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_C/object_manifest.json,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_C,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/README.md,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/protein_manifest.json,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_C/README.md,casp17/protein_object_library_current/H2312_EXT1_EXT2_2BAV4/chain_C/object_manifest.json,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/models/H2312_chain_C.pdb,,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/viewer.html,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/renders/H2312_chain_C_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_A,current_object_library,H2319,protein_complex,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_A,A,pass,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/object_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_A,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_A/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_A/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/models/H2319_chain_A.pdb,,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/renders/H2319_chain_A_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_B,current_object_library,H2319,protein_complex,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_B,B,pass,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/README.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/object_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_B,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_manifest.json,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_B/README.md,casp17/protein_object_library_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/chain_B/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/models/H2319_chain_B.pdb,,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/renders/H2319_chain_B_projection.svg,,,,native_accuracy_not_scored,false,false,,local_current_object_library_review_only_not_competitive_proof,do_not_submit_without_rule_check_and_operator_approval,"CASP17 3D molecular object atlas only. It unifies local current protein-object folders and external-only MassiveFold freeze-candidate folders into protein-name navigation folders with per-object manifests. It does not copy model coordinates, fetch structures, score native accuracy, serialize a CASP author code, or submit to CASP."
