atlas_protein_key,atlas_object_key,source_lane,target_id,protein_name,object_id,metric_family,audit_status,handoff_status,metric_evidence_status,metric_requirement_count,metric_requirement_csv_row_count,required_metric_names,metric_csv_names,handoff_protein_folder,handoff_protein_readme,handoff_protein_manifest,handoff_object_folder,handoff_object_manifest,metric_requirements_csv,metric_handoff_md,atlas_object_folder,atlas_object_manifest,model_path,viewer_html,projection_svg,top5_manifest_csv,escrow_md,coordinate_copy_count,competitive_proof_eligible,author_serialized,blockers
H1349_gp130_antibody_complex,current_chain_B,current_object_library,H1349,gp130 antibody complex,chain_B,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_B,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_B/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_B/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_B/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_B/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/models/H1349_chain_B.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_B/renders/H1349_chain_B_projection.svg,,,0,false,false,
H1349_gp130_antibody_complex,current_chain_C,current_object_library,H1349,gp130 antibody complex,chain_C,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_C,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_C/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_C/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1349_gp130_antibody_complex/current_chain_C/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1349_gp130_antibody_complex/current_chain_C/object_manifest.json,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/models/H1349_chain_C.pdb,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/viewer.html,casp17/targets_current/H1349_gp130_antibody_complex/objects/chain_C/renders/H1349_chain_C_projection.svg,,,0,false,false,
H1354_hemagglutinin_antibody,current_chain_A,current_object_library,H1354,hemagglutinin/antibody,chain_A,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_A,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_A/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_A/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_A/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_A/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/models/H1354_chain_A.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_A/renders/H1354_chain_A_projection.svg,,,0,false,false,
H1354_hemagglutinin_antibody,current_chain_B,current_object_library,H1354,hemagglutinin/antibody,chain_B,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_B,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_B/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_B/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_B/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_B/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/models/H1354_chain_B.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_B/renders/H1354_chain_B_projection.svg,,,0,false,false,
H1354_hemagglutinin_antibody,current_chain_C,current_object_library,H1354,hemagglutinin/antibody,chain_C,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_C,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_C/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_C/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1354_hemagglutinin_antibody/current_chain_C/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1354_hemagglutinin_antibody/current_chain_C/object_manifest.json,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/models/H1354_chain_C.pdb,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1354_hemagglutinin_antibody/objects/chain_C/renders/H1354_chain_C_projection.svg,,,0,false,false,
H1355_hemagglutinin_antibody,current_chain_A,current_object_library,H1355,hemagglutinin/antibody,chain_A,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_A,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_A/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_A/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_A/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_A/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/models/H1355_chain_A.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_A/renders/H1355_chain_A_projection.svg,,,0,false,false,
H1355_hemagglutinin_antibody,current_chain_B,current_object_library,H1355,hemagglutinin/antibody,chain_B,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_B,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_B/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_B/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_B/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_B/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/models/H1355_chain_B.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_B/renders/H1355_chain_B_projection.svg,,,0,false,false,
H1355_hemagglutinin_antibody,current_chain_C,current_object_library,H1355,hemagglutinin/antibody,chain_C,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_C,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_C/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_C/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H1355_hemagglutinin_antibody/current_chain_C/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H1355_hemagglutinin_antibody/current_chain_C/object_manifest.json,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/models/H1355_chain_C.pdb,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/viewer.html,casp17/targets_current/H1355_hemagglutinin_antibody/objects/chain_C/renders/H1355_chain_C_projection.svg,,,0,false,false,
H2312_EXT1_EXT2_2BAV4,current_chain_A,current_object_library,H2312,EXT1-EXT2-2BAV4,chain_A,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_A,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_A/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_A/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_A/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_A/object_manifest.json,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/models/H2312_chain_A.pdb,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/viewer.html,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_A/renders/H2312_chain_A_projection.svg,,,0,false,false,
H2312_EXT1_EXT2_2BAV4,current_chain_B,current_object_library,H2312,EXT1-EXT2-2BAV4,chain_B,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_B,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_B/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_B/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_B/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_B/object_manifest.json,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/models/H2312_chain_B.pdb,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/viewer.html,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_B/renders/H2312_chain_B_projection.svg,,,0,false,false,
H2312_EXT1_EXT2_2BAV4,current_chain_C,current_object_library,H2312,EXT1-EXT2-2BAV4,chain_C,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_C,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_C/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_C/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2312_EXT1_EXT2_2BAV4/current_chain_C/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H2312_EXT1_EXT2_2BAV4/current_chain_C/object_manifest.json,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/models/H2312_chain_C.pdb,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/viewer.html,casp17/targets_current/H2312_EXT1_EXT2_2BAV4/objects/chain_C/renders/H2312_chain_C_projection.svg,,,0,false,false,
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_A,current_object_library,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_A,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_A/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/models/H2319_chain_A.pdb,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_A/renders/H2319_chain_A_projection.svg,,,0,false,false,
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_B,current_object_library,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_B,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_B/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/models/H2319_chain_B.pdb,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_B/renders/H2319_chain_B_projection.svg,,,0,false,false,
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,current_chain_C,current_object_library,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,chain_C,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/current_chain_C/object_manifest.json,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/models/H2319_chain_C.pdb,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/viewer.html,casp17/targets_current/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/objects/chain_C/renders/H2319_chain_C_projection.svg,,,0,false,false,
H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,massivefold_model1_candidate,massivefold_freeze_candidate,H2319,Human astrovirus VA1 capsid spike - antibody 7C8 complex,model1_candidate,protein_complex,pass,ready_review_only,awaiting_strict_blind_native_metric_evidence,9,9,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,GDT_TS|lDDT|TM-score|RMSD|GDT_HA|MolProbity|DockQ|ICS|IPS,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/README.md,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/protein_metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/metric_handoff_manifest.json,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/metric_requirements.csv,casp17/casp17_3d_molecular_object_metric_handoff/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/METRIC_HANDOFF.md,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate,casp17/casp17_3d_molecular_object_atlas/H2319_Human_astrovirus_VA1_capsid_spike_antibody_7C8_complex/massivefold_model1_candidate/object_manifest.json,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/model.cif,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/viewer.html,casp17/massivefold_representative_viewers/h2319/selection_125_afm_basic_v3_model_1/projection.svg,casp17/massivefold_representative_rerank/h2319/top5_manifest.csv,casp17/massivefold_freeze_candidate_escrow/01_protein_complex_h2319/FREEZE_ESCROW.md,0,false,false,
