dropzone_id,operator_priority,row_rank,scope,file_rank,evidence_class,template_column,identity_status,proposed_target_id,source_path,recommended_drop_filename,canonical_destination_path,file_source_status,blocker,source_sha256,next_action
priority_013_REQUIRED_COMPLEX_003,13,28,complex,145,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,146,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,147,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,148,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,149,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,150,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,151,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,152,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,153,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,154,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,155,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_013_REQUIRED_COMPLEX_003,13,28,complex,156,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,157,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,158,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,159,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,160,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,161,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,162,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,163,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,164,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,165,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,166,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,167,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_014_REQUIRED_COMPLEX_004,14,29,complex,168,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,169,core_file,prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,170,core_file,native_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,171,ablation_file,recursive_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,172,ablation_file,scored_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,173,ablation_file,sidechain_scaffold_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,174,ablation_file,sidechain_repacked_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,175,ablation_file,sidechain_completed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,176,ablation_file,steric_relaxed_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,177,ablation_file,rotamer_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,178,ablation_file,polar_refined_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,179,ablation_file,forcefield_minimized_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
priority_015_REQUIRED_COMPLEX_005,15,30,complex,180,ablation_file,statistical_rotamer_prediction_pdb,awaiting_identity,,,,,waiting_on_identity,target_identity_required,,fill and apply the compact identity unlock kit first
