model_rank,model_id,target_id,group_id,model_number,pool_role,source_member,extracted_pdb,size_bytes,sha256_16,atom_count,ca_count,residue_count,chain_count,model1_candidate,top5_candidate,extra_model_candidate,model_status,blockers,claim_boundary,rule_id
91,T1212TS143_1,T1212,143,1,model1,T1212/T1212TS143_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_1.pdb,308985,dbc5d844175a37cd,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
92,T1212TS143_2,T1212,143,2,top5,T1212/T1212TS143_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_2.pdb,308985,1b6ba7cfee96342f,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
93,T1212TS143_3,T1212,143,3,top5,T1212/T1212TS143_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_3.pdb,308985,d6e8de81ebe12c94,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
94,T1212TS145_1,T1212,145,1,model1,T1212/T1212TS145_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_1.pdb,309181,c09d1efdad7d8f63,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
95,T1212TS145_2,T1212,145,2,top5,T1212/T1212TS145_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_2.pdb,309181,2e5ba131c62e2906,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
96,T1212TS145_3,T1212,145,3,top5,T1212/T1212TS145_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_3.pdb,309181,0655557bdb7d6efe,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
97,T1212TS145_4,T1212,145,4,top5,T1212/T1212TS145_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_4.pdb,309181,d8228abac31faff2,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
98,T1212TS145_5,T1212,145,5,top5,T1212/T1212TS145_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_5.pdb,309181,909d0ed36600ebff,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
99,T1212TS147_1,T1212,147,1,model1,T1212/T1212TS147_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_1.pdb,309093,6d10356d545bce33,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
100,T1212TS147_2,T1212,147,2,top5,T1212/T1212TS147_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_2.pdb,309093,11194d73844717ad,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
101,T1212TS147_3,T1212,147,3,top5,T1212/T1212TS147_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_3.pdb,309093,d6c8619a42459496,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
102,T1212TS147_4,T1212,147,4,top5,T1212/T1212TS147_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_4.pdb,309093,40c5fca5b9bc00bf,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
103,T1212TS147_5,T1212,147,5,top5,T1212/T1212TS147_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_5.pdb,309093,be2012ab4ad8a15d,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
104,T1212TS148_1,T1212,148,1,model1,T1212/T1212TS148_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_1.pdb,309144,8438dbd3854ad937,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
105,T1212TS148_2,T1212,148,2,top5,T1212/T1212TS148_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_2.pdb,309144,0d174537fa125067,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
106,T1212TS148_3,T1212,148,3,top5,T1212/T1212TS148_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_3.pdb,309144,66ffab0b1b24225c,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
107,T1212TS148_4,T1212,148,4,top5,T1212/T1212TS148_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_4.pdb,309144,a28f80c125e4227a,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
108,T1212TS148_5,T1212,148,5,top5,T1212/T1212TS148_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_5.pdb,309144,f7480e9ded053afa,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
109,T1212TS159_1,T1212,159,1,model1,T1212/T1212TS159_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_1.pdb,309109,6d337048cc15258b,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
110,T1212TS159_2,T1212,159,2,top5,T1212/T1212TS159_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_2.pdb,309109,f747aaa51afbe980,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
111,T1212TS159_3,T1212,159,3,top5,T1212/T1212TS159_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_3.pdb,309109,0d2588c80260dc9a,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
112,T1212TS159_4,T1212,159,4,top5,T1212/T1212TS159_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_4.pdb,309109,466a6810669b0977,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
113,T1212TS159_5,T1212,159,5,top5,T1212/T1212TS159_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_5.pdb,309109,12010a46b3bf98ac,3814,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
114,T1212TS163_1,T1212,163,1,model1,T1212/T1212TS163_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_1.pdb,309065,88c55b5e31fc7fd0,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
115,T1212TS163_2,T1212,163,2,top5,T1212/T1212TS163_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_2.pdb,309065,3cdb97d595d80e28,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
116,T1212TS163_3,T1212,163,3,top5,T1212/T1212TS163_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_3.pdb,309065,017fb3eb1ca65cd4,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
117,T1212TS163_4,T1212,163,4,top5,T1212/T1212TS163_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_4.pdb,309065,394565ce93c59d4d,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
118,T1212TS163_5,T1212,163,5,top5,T1212/T1212TS163_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_5.pdb,309065,8350d920578ec261,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
119,T1212TS164_1,T1212,164,1,model1,T1212/T1212TS164_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_1.pdb,309065,26c21c5e38490338,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
120,T1212TS164_2,T1212,164,2,top5,T1212/T1212TS164_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_2.pdb,309065,c15bf6c3a2a1fef2,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
121,T1212TS164_3,T1212,164,3,top5,T1212/T1212TS164_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_3.pdb,309065,1887dbe5c04029c2,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
122,T1212TS164_4,T1212,164,4,top5,T1212/T1212TS164_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_4.pdb,309065,e55cb27102c935ab,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
123,T1212TS164_5,T1212,164,5,top5,T1212/T1212TS164_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS164_5.pdb,309065,4163530d59633ff2,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
124,T1212TS167_1,T1212,167,1,model1,T1212/T1212TS167_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_1.pdb,309088,2d9cd591173efcec,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
125,T1212TS167_2,T1212,167,2,top5,T1212/T1212TS167_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_2.pdb,309088,8f2af7bb188e2bec,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
126,T1212TS167_3,T1212,167,3,top5,T1212/T1212TS167_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_3.pdb,309088,c64bc23ca1468885,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
127,T1212TS167_4,T1212,167,4,top5,T1212/T1212TS167_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_4.pdb,309088,e3b9975ccd0c5b0b,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
128,T1212TS167_5,T1212,167,5,top5,T1212/T1212TS167_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS167_5.pdb,309088,2f1fe8c5570a5b02,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
130,T1212TS196_1,T1212,196,1,model1,T1212/T1212TS196_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_1.pdb,309145,8bffe3d8b585a7e7,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
131,T1212TS196_2,T1212,196,2,top5,T1212/T1212TS196_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_2.pdb,309144,96a48c9076b5a3e9,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
132,T1212TS196_3,T1212,196,3,top5,T1212/T1212TS196_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_3.pdb,309144,e4ca88d6c7e8bb28,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
133,T1212TS196_4,T1212,196,4,top5,T1212/T1212TS196_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_4.pdb,309144,7b1019be81e33571,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
134,T1212TS196_5,T1212,196,5,top5,T1212/T1212TS196_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS196_5.pdb,309144,56219b110b505e2a,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
135,T1212TS198_1,T1212,198,1,model1,T1212/T1212TS198_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS198_1.pdb,309181,8dcf870897d56886,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
136,T1212TS198_2,T1212,198,2,top5,T1212/T1212TS198_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS198_2.pdb,309181,c1c8e9cb739dc6ee,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
137,T1212TS198_3,T1212,198,3,top5,T1212/T1212TS198_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS198_3.pdb,309181,bdef2ed908d77cff,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
138,T1212TS198_4,T1212,198,4,top5,T1212/T1212TS198_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS198_4.pdb,309181,299790ecc162920a,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
139,T1212TS198_5,T1212,198,5,top5,T1212/T1212TS198_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS198_5.pdb,309181,0cb240608e0bad7d,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
140,T1212TS208_1,T1212,208,1,model1,T1212/T1212TS208_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS208_1.pdb,309066,dc7c9435f0fb938a,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
141,T1212TS208_2,T1212,208,2,top5,T1212/T1212TS208_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS208_2.pdb,309066,57c9448af7101bf7,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
142,T1212TS208_3,T1212,208,3,top5,T1212/T1212TS208_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS208_3.pdb,309066,56814c3de9ae433c,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
143,T1212TS208_4,T1212,208,4,top5,T1212/T1212TS208_4,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS208_4.pdb,309066,40ae47ac9dda2b65,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
144,T1212TS208_5,T1212,208,5,top5,T1212/T1212TS208_5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS208_5.pdb,309066,53ed05880feba53b,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
145,T1212TS212_1,T1212,212,1,model1,T1212/T1212TS212_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS212_1.pdb,309073,caba3eb443e99e71,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
146,T1212TS212_2,T1212,212,2,top5,T1212/T1212TS212_2,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS212_2.pdb,309073,662959a6767d6870,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
147,T1212TS212_3,T1212,212,3,top5,T1212/T1212TS212_3,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS212_3.pdb,309073,9398ecb13ec578cc,3815,466,466,1,False,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
