model_rank,model_id,target_id,group_id,model_number,pool_role,source_member,extracted_pdb,size_bytes,sha256_16,atom_count,ca_count,residue_count,chain_count,model1_candidate,top5_candidate,extra_model_candidate,model_status,blockers,claim_boundary,rule_id
270,T1212TS338_1,T1212,338,1,model1,T1212/T1212TS338_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS338_1.pdb,309060,8ec4fb1181d9b065,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
275,T1212TS345_1,T1212,345,1,model1,T1212/T1212TS345_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS345_1.pdb,309065,74db1f0e599915bc,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
281,T1212TS358_1,T1212,358,1,model1,T1212/T1212TS358_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS358_1.pdb,309007,2633ca36fc6e36c4,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
286,T1212TS361_1,T1212,361,1,model1,T1212/T1212TS361_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS361_1.pdb,309065,f43ed59661c23234,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
291,T1212TS369_1,T1212,369,1,model1,T1212/T1212TS369_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS369_1.pdb,309155,4ec00cce4f2f5630,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
296,T1212TS375_1,T1212,375,1,model1,T1212/T1212TS375_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS375_1.pdb,309076,c4734cc29f005d97,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
301,T1212TS388_1,T1212,388,1,model1,T1212/T1212TS388_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS388_1.pdb,308985,f54e33523bff4f23,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
306,T1212TS397_1,T1212,397,1,model1,T1212/T1212TS397_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS397_1.pdb,309068,9bd61d758883b597,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
311,T1212TS419_1,T1212,419,1,model1,T1212/T1212TS419_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS419_1.pdb,309066,a33dd17dfd326a40,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
316,T1212TS423_1,T1212,423,1,model1,T1212/T1212TS423_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS423_1.pdb,309063,f207303941dc6c96,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
321,T1212TS425_1,T1212,425,1,model1,T1212/T1212TS425_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS425_1.pdb,309065,2eec874499f1d84e,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
326,T1212TS450_1,T1212,450,1,model1,T1212/T1212TS450_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS450_1.pdb,309007,1543b2475a996140,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
331,T1212TS456_1,T1212,456,1,model1,T1212/T1212TS456_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS456_1.pdb,309060,b079830d24efa227,3814,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
336,T1212TS462_1,T1212,462,1,model1,T1212/T1212TS462_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS462_1.pdb,309077,c4dca3ce644e917f,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
342,T1212TS465_1,T1212,465,1,model1,T1212/T1212TS465_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS465_1.pdb,309088,4d2ecf7a986d46f8,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
348,T1212TS475_1,T1212,475,1,model1,T1212/T1212TS475_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS475_1.pdb,309086,7c54442b2a4aaa2a,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
353,T1212TS481_1,T1212,481,1,model1,T1212/T1212TS481_1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS481_1.pdb,309150,f4c11e2b9a0d181d,3815,466,466,1,True,True,False,model_ready,,"Local CASP17 official-archive first baseline model-pool extraction only. It extracts external CASP archive submissions into a baseline replay folder and builds model1/top5 manifests. It does not import official archive models as internal predictions, fill strict-blind operator values, compute native accuracy, push remotes, or submit to CASP.",official_archive_first_baseline_model_pool_v1
