path	bucket	responsibility	caller_surface	duplicate_dead_code_risk	monolith_risk	external_dependency_risk	product_path	tested_path	risk_flags
tools/accounting/build_casp17_internal_scorecard_batch.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_acquisition_verification_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_critical_rerank_experiment.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_critical_rerank_score_ledger.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_external_pool_intake.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_freeze_candidate_escrow.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_freeze_candidate_format_preflight.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_freeze_candidate_protein_library.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_freeze_ready_review_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_hold_probe_review_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model1_combined_selector_overlay.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model1_freeze_decision_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model1_probe_outcome.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model1_probe_worklist.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model1_risk_queue.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model1_selection_calibration_gate.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model_pool_index.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_model_selection_ledger.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_post_probe_selector_decision_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_probe_required_targeted_probe_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_representative_rerank_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_representative_viewer_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_rna_model_selection_coverage.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_rna_model_selection_input_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_rna_self_assessment_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_massivefold_watch_manual_action_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_model_selected_refinement_comparison_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_model_selection_calibration_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_model_selection_calibration_scaffold.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_molecular_viewer_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_molecular_viewer_smoke_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_acquisition_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_model1_gap_combined_selector_ledger.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_model1_gap_consensus_probe.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_model1_gap_feature_probe.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_model1_gap_triage.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_model1_gap_viewer_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_model_pool.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_replay_comparison.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_official_archive_first_baseline_score_ledger.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_batch_operator_fill_kit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_batch_operator_fill_kit_completion_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_evidence_intake.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_evidence_review_gate.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_evidence_sync_plan.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_first_operator_fill_kit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_metric_operator_fill_worklist.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_slot_candidate_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organic_ligand_slot_promotion_action_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_organizer_notice_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_pdb_coordinate_frame_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_polar_refinement_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_prediction_coverage_gate.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_prediction_import_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_prediction_launch_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_prediction_validation_batch.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_protein_complex_massivefold_model_selection_coverage.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_protein_complex_massivefold_priority_queue.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_protein_complex_massivefold_self_assessment_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_protein_object_library.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_protein_object_library_completion_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_protein_object_library_navigation_catalog.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_publication_figure_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_ranked_model_depth_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_raw_ranked_model_quarantine_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_readiness_dashboard.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_refinement_ablation_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_rna_hybrid_massivefold_priority_queue.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_rotamer_minimization_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sequence_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sidechain_completion_repair_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sidechain_native_benchmark_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sidechain_native_manifest_sync_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sidechain_quality_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sidechain_repack_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_sidechain_scaffold_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_statistical_rotamer_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_steric_relax_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_batch_closure_runway.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_slot_closure_kit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_slot_source_bridge.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_slot_source_gate_blocker_ledger.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_source_request_pickup.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_unlock_evidence_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_unlock_evidence_review_gate.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_unlock_evidence_sync_plan.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_first_unlock_handoff.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_internal_candidate_filesystem_sweep.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_internal_like_source_review.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_internal_prediction_source_apply_plan.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_internal_prediction_source_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_internal_prediction_source_gate.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_monomer_pre_native_acquisition_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_gate_field_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_gate_operator_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_gate_source_request_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_closure_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_fulfillment_gate.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_operator_fill_batch_kit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_operator_fill_batch_kit_completion_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_operator_fill_worklist.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_operator_fill_worklist_completion_audit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_operator_sync_plan.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_source_request_resolution_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_strict_blind_unknown_candidate_triage.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_structure_image_quality_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_structure_render_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_structure_render_review_queue.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_structure_shape_sanity_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_submission_gate_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_target_model_folders.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_target_object_folder_audit_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_target_object_model_review_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_target_object_viewer_smoke_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_target_watchlist.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_target_work_queue.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_transition_surface_contract.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_gap_closure_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_readiness_rubric_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_action_queue_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_activation_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_closure_plan.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_evidence_fill_kit.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_fill_priority_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_input_inventory.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_input_scaffold.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_operator_dashboard.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_operator_import_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_benchmark_operator_preflight.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_critical_path_board.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_goal_scorecard.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_metric_surface_contract.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_win_tier_threshold_packet.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
tools/accounting/build_casp17_workbench_index.py	generated	generated_like_packet_builder	operator_receipt_generation	high_generated_like_builder_volume	low_or_not_assessed	none_identified_from_path	false	false	high_generated_like_builder_volume
