target_id,group_id,model_id,model_number,pool_role,path,native_pdb,metric_status,gdt_ts_proxy,gdt_ha_proxy,ca_lddt_proxy,tm_score_proxy,ca_rmsd_angstrom,ca_match_count,ca_match_basis,blockers,claim_boundary,rule_id
T1212,112,T1212TS112_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS112_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.966,0.215,0.002,0.052,33.080,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,120,T1212TS120_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS120_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.858,0.107,0.001,0.050,33.488,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,120,T1212TS120_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS120_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.180,0.215,0.002,0.053,32.646,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,120,T1212TS120_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS120_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.736,0.697,0.007,0.109,22.056,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,120,T1212TS120_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS120_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,3.004,0.483,0.005,0.108,22.146,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,120,T1212TS120_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS120_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.073,0.054,0.001,0.045,35.678,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,122,T1212TS122_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS122_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.307,0.697,0.007,0.072,27.751,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,122,T1212TS122_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS122_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.395,0.322,0.003,0.051,33.176,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,122,T1212TS122_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS122_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.039,0.536,0.005,0.091,24.368,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,122,T1212TS122_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS122_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.502,0.322,0.003,0.055,32.100,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,122,T1212TS122_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS122_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.966,0.322,0.003,0.028,45.612,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,132,T1212TS132_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS132_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.966,0.054,0.001,0.065,29.290,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,139,T1212TS139_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS139_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,16.202,3.809,0.038,0.446,8.599,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,139,T1212TS139_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS139_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,29.936,8.959,0.090,0.625,5.973,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,139,T1212TS139_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS139_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,19.957,4.989,0.050,0.500,7.712,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,139,T1212TS139_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS139_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,22.961,5.633,0.056,0.528,7.293,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,139,T1212TS139_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS139_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,13.036,3.112,0.031,0.392,9.599,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,143,T1212TS143_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.556,0.429,0.004,0.044,35.858,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,143,T1212TS143_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.663,0.429,0.004,0.044,35.903,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,143,T1212TS143_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS143_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.609,0.429,0.004,0.044,35.814,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,145,T1212TS145_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,5.311,1.019,0.010,0.216,14.667,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,145,T1212TS145_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.054,0.000,0.000,0.027,46.551,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,145,T1212TS145_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.107,0.000,0.000,0.028,45.197,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,145,T1212TS145_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.468,0.697,0.007,0.101,22.939,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,145,T1212TS145_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS145_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.966,0.215,0.002,0.052,33.080,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,147,T1212TS147_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.717,0.376,0.004,0.064,29.430,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,147,T1212TS147_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.000,0.000,0.000,0.025,47.750,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,147,T1212TS147_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.000,0.000,0.000,0.025,48.032,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,147,T1212TS147_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.000,0.000,0.000,0.026,47.222,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,147,T1212TS147_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS147_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.000,0.000,0.000,0.025,48.185,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,148,T1212TS148_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.000,0.000,0.000,0.026,47.029,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,148,T1212TS148_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.253,0.429,0.004,0.103,22.748,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,148,T1212TS148_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.736,0.697,0.007,0.125,20.392,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,148,T1212TS148_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.376,0.054,0.001,0.031,42.756,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,148,T1212TS148_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS148_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.268,0.000,0.000,0.031,43.242,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,159,T1212TS159_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.054,0.000,0.000,0.029,44.613,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,159,T1212TS159_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.307,0.536,0.005,0.083,25.562,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,159,T1212TS159_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.307,0.536,0.005,0.078,26.440,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,159,T1212TS159_4,4,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_4.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,2.039,0.483,0.005,0.066,28.898,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,159,T1212TS159_5,5,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS159_5.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,1.824,0.376,0.004,0.058,31.069,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,163,T1212TS163_1,1,model1,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_1.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.268,0.054,0.001,0.028,45.660,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,163,T1212TS163_2,2,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_2.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,0.054,0.000,0.000,0.029,44.796,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
T1212,163,T1212TS163_3,3,top5,casp17/official_archive_first_baseline_model_pool/extracted_models/T1212/all_models/T1212TS163_3.pdb,casp17/historical_seed_official_archive_baseline_lane/001_casp16_t1212_fanzor2_ternary_structure_protein_subunit_of_m1212/native/9B0L.pdb,metric_ready,5.150,0.966,0.010,0.210,14.968,466,ordered_ca_fallback,,"Local CASP17 official-archive first baseline score ledger only. It scores external CASP archive model1/top5 rows against a local native PDB with deterministic CA proxy metrics for historical replay calibration. It is not an official CASP assessment, does not import official archive models as internal predictions, does not fill strict-blind operator values, does not push remotes, and does not submit to CASP.",official_archive_first_baseline_score_ledger_v1
